state,district,vote,name,party,bill,bill_text
ID,1,No,Russ Fulcher,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
IL,4,Yes,Jesús García,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
IL,6,Yes,Sean Casten,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
IL,14,Yes,Lauren Underwood,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
IN,4,No,James Baird,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
IN,6,No,Greg Pence,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
KS,2,No,Steven Watkins,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
KS,3,Yes,Sharice Davids,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
MA,3,Yes,Lori Trahan,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
MA,7,Yes,Ayanna Pressley,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
MD,6,Yes,David Trone,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
MI,8,Yes,Elissa Slotkin,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
MI,9,Yes,Andy Levin,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
MI,11,Yes,Haley Stevens,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
MI,13,Yes,Rashida Tlaib,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
MN,1,No,Jim Hagedorn,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
MN,2,Yes,Angie Craig,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
MN,3,Yes,Dean Phillips,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
MN,5,Yes,Ilhan Omar,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
MN,8,No,Pete Stauber,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
MS,3,No,Michael Guest,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
ND,0,No,Kelly Armstrong,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
NH,1,Yes,Chris Pappas,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
NJ,2,Yes,Jefferson Van Drew,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
NJ,3,Yes,Andy Kim,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
NJ,7,Yes,Tom Malinowski,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
NJ,11,Yes,Mikie Sherrill,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
NM,1,Yes,Debra Haaland,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
NM,2,Yes,Xochitl Torres Small,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
NV,3,Yes,Susie Lee,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
NY,11,Yes,Max Rose,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
NY,14,Yes,Alexandria Ocasio-Cortez,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
NY,19,Yes,Antonio Delgado,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
NY,22,Yes,Anthony Brindisi,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
OH,16,No,Anthony Gonzalez,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
OK,5,Yes,Kendra Horn,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
PA,4,Yes,Madeleine Dean,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
PA,6,Yes,Chrissy Houlahan,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
PA,9,No,Daniel Meuser,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
PA,13,No,John Joyce,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
PA,14,No,Guy Reschenthaler,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
SC,1,Yes,Joe Cunningham,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
SC,4,No,William Timmons,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
SD,0,No,Dusty Johnson,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
TN,2,No,Tim Burchett,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
TN,6,No,John Rose,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
TN,7,No,Mark Green,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
TX,2,No,Dan Crenshaw,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
TX,3,No,Van Taylor,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
TX,5,No,Lance Gooden,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
TX,6,No,Ron Wright,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
TX,7,Yes,Lizzie Fletcher,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
TX,16,Yes,Veronica Escobar,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
TX,21,No,Chip Roy,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
TX,29,Yes,Sylvia Garcia,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
TX,32,Yes,Colin Allred,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
UT,4,Yes,Ben McAdams,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
VA,2,Yes,Elaine Luria,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
VA,5,No,Denver Riggleman,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
VA,6,No,Ben Cline,Republican,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
VA,7,Yes,Abigail Spanberger,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
VA,10,Yes,Jennifer Wexton,Democrat,Climate Action Now Act,Do you think that the U.S. should remain a participant in the Paris Climate Accord to counter the climate crisis?
